"n" "m" "cc" "pl" "mod" "diam" "alpha"
"78" 500 2000 0.108254716981132 3.41569886761475 0.41660975 8 2.43763027777768
"79" 500 2000 0.109679749578618 3.40162725450902 0.419698875 7 2.45197150095487
"80" 500 2000 0.105940954926497 3.40887374749499 0.421167625 7 2.43027335608364
"81" NA NA NA NA NA NA NA
"82" NA NA NA NA NA NA NA
"83" NA NA NA NA NA NA NA
"84" NA NA NA NA NA NA NA
"85" NA NA NA NA NA NA NA
"86" NA NA NA NA NA NA NA
"87" NA NA NA NA NA NA NA
"88" NA NA NA NA NA NA NA
"89" NA NA NA NA NA NA NA
"90" NA NA NA NA NA NA NA
"91" NA NA NA NA NA NA NA
"92" NA NA NA NA NA NA NA
"93" NA NA NA NA NA NA NA
"94" NA NA NA NA NA NA NA
"95" NA NA NA NA NA NA NA
"96" NA NA NA NA NA NA NA
"97" NA NA NA NA NA NA NA
"98" NA NA NA NA NA NA NA
"99" NA NA NA NA NA NA NA
"100" NA NA NA NA NA NA NA
